,Date,State, Average Temperature,Anomaly
77,Jun-06,Alabama,78.1,-0.5
78,Jul-06,Alabama,81.9,1.2
79,Aug-06,Alabama,82.3,2.3
80,Sep-06,Alabama,72.8,-3.1
81,Oct-06,Alabama,61.9,-3.3
82,Nov-06,Alabama,52.8,-0.7
83,Dec-06,Alabama,49.4,0.1
84,Jan-07,Alabama,46.7,1.8
85,Feb-07,Alabama,44.8,-5
86,Mar-07,Alabama,60,3.8
87,Apr-07,Alabama,60,-3.9
88,May-07,Alabama,71.2,-0.4
89,Jun-07,Alabama,78.8,0.2
90,Jul-07,Alabama,79.2,-1.5
91,Aug-07,Alabama,84.4,4.4
92,Sep-07,Alabama,76,0.1
93,Oct-07,Alabama,66.5,1.3
94,Nov-07,Alabama,53.6,0.1
95,Dec-07,Alabama,51.6,2.3
96,Jan-08,Alabama,43,-1.9
97,Feb-08,Alabama,49.2,-0.6
98,Mar-08,Alabama,55.2,-1
99,Apr-08,Alabama,62.8,-1.1
100,May-08,Alabama,70.3,-1.3
101,Jun-08,Alabama,78.7,0.1
102,Jul-08,Alabama,80,-0.7
103,Aug-08,Alabama,78.4,-1.6
104,Sep-08,Alabama,74.5,-1.4
105,Oct-08,Alabama,62.2,-3
106,Nov-08,Alabama,51,-2.5
107,Dec-08,Alabama,49.7,0.4
108,Jan-09,Alabama,45.3,0.4
109,Feb-09,Alabama,48.2,-1.6
110,Mar-09,Alabama,57.3,1.1
111,Apr-09,Alabama,61.4,-2.5
112,May-09,Alabama,71.2,-0.4
113,Jun-09,Alabama,79.4,0.8
114,Jul-09,Alabama,78.1,-2.6
115,Aug-09,Alabama,78,-2
116,Sep-09,Alabama,75,-0.9
117,Oct-09,Alabama,62.8,-2.4
118,Nov-09,Alabama,53.4,-0.1
119,Dec-09,Alabama,44.8,-4.5
120,Jan-10,Alabama,40,-4.9
121,Feb-10,Alabama,40.6,-9.2
122,Mar-10,Alabama,51.2,-5
123,Apr-10,Alabama,64.2,0.3
124,May-10,Alabama,73.3,1.7
125,Jun-10,Alabama,80.9,2.3
126,Jul-10,Alabama,82.6,1.9
127,Aug-10,Alabama,83,3
128,Sep-10,Alabama,76.9,1
129,Oct-10,Alabama,64.3,-0.9
130,Nov-10,Alabama,55.2,1.7
131,Dec-10,Alabama,40.3,-9
132,Jan-11,Alabama,41.1,-3.8
133,Feb-11,Alabama,49.5,-0.3
134,Mar-11,Alabama,57.8,1.6
135,Apr-11,Alabama,65.7,1.8
136,May-11,Alabama,69.9,-1.7
137,Jun-11,Alabama,81.2,2.6
138,Jul-11,Alabama,81.7,1
139,Aug-11,Alabama,81.8,1.8
140,Sep-11,Alabama,72.1,-3.8
141,Oct-11,Alabama,60.6,-4.6
142,Nov-11,Alabama,55.3,1.8
143,Dec-11,Alabama,49.3,0
144,Jan-12,Alabama,50.1,5.2
145,Feb-12,Alabama,52.1,2.3
146,Mar-12,Alabama,64.6,8.4
147,Apr-12,Alabama,65,1.1
148,May-12,Alabama,73.4,1.8
149,Jun-12,Alabama,76.8,-1.8
150,Jul-12,Alabama,81.6,0.9
151,Aug-12,Alabama,78.1,-1.9
152,Sep-12,Alabama,73,-2.9
153,Oct-12,Alabama,62.2,-3
154,Nov-12,Alabama,51.2,-2.3
155,Dec-12,Alabama,50.9,1.6
156,Jan-13,Alabama,50,5.1
157,Feb-13,Alabama,48,-1.8
158,Mar-13,Alabama,49.8,-6.4
159,Apr-13,Alabama,62.2,-1.7
160,May-13,Alabama,68.2,-3.4
161,Jun-13,Alabama,78,-0.6
162,Jul-13,Alabama,77.7,-3
163,Aug-13,Alabama,77.9,-2.1
164,Sep-13,Alabama,75,-0.9
165,Oct-13,Alabama,64.9,-0.3
166,Nov-13,Alabama,51.6,-1.9
167,Dec-13,Alabama,47.9,-1.4
168,Jan-14,Alabama,37.3,-7.6
169,Feb-14,Alabama,47.3,-2.5
170,Mar-14,Alabama,52.3,-3.9
171,Apr-14,Alabama,62.4,-1.5
172,May-14,Alabama,70.2,-1.4
173,Jun-14,Alabama,77.9,-0.7
174,Jul-14,Alabama,77.8,-2.9
175,Aug-14,Alabama,79.5,-0.5
176,Sep-14,Alabama,76.3,0.4
177,Oct-14,Alabama,65.2,0
178,Nov-14,Alabama,48.2,-5.3
179,Dec-14,Alabama,50,0.7
180,Jan-15,Alabama,43.6,-1.3
181,Feb-15,Alabama,41.3,-8.5
182,Mar-15,Alabama,57.8,1.6
183,Apr-15,Alabama,66,2.1
184,May-15,Alabama,71.8,0.2
185,Jun-15,Alabama,78.8,0.2
186,Jul-15,Alabama,81.6,0.9
187,Aug-15,Alabama,79,-1
188,Sep-15,Alabama,74.4,-1.5
189,Oct-15,Alabama,65,-0.2
190,Nov-15,Alabama,59.2,5.7
191,Dec-15,Alabama,56.9,7.6
192,Jan-16,Alabama,43,-1.9
193,Feb-16,Alabama,49.8,0
194,Mar-16,Alabama,59.7,3.5
195,Apr-16,Alabama,63.6,-0.3
196,May-16,Alabama,70.2,-1.4
197,Jun-16,Alabama,79.2,0.6
198,Jul-16,Alabama,82,1.3
199,Aug-16,Alabama,81.6,1.6
200,Sep-16,Alabama,78.6,2.7
201,Oct-16,Alabama,68.5,3.3
202,Nov-16,Alabama,57.8,4.3
203,Dec-16,Alabama,50.1,0.8
204,Jan-17,Alabama,52.4,7.5
205,Feb-17,Alabama,55.6,5.8
206,Mar-17,Alabama,58.4,2.2
207,Apr-17,Alabama,67.2,3.3
208,May-17,Alabama,69.9,-1.7
209,Jun-17,Alabama,75.8,-2.8
210,Jul-17,Alabama,80.6,-0.1
211,Aug-17,Alabama,78.8,-1.2
212,Sep-17,Alabama,73.4,-2.5
213,Oct-17,Alabama,65.8,0.6
214,Nov-17,Alabama,55.6,2.1
215,Dec-17,Alabama,46.9,-2.4
216,Jan-18,Alabama,40.4,-4.5
217,Feb-18,Alabama,58,8.2
218,Mar-18,Alabama,55.4,-0.8
219,Apr-18,Alabama,59.5,-4.4
220,May-18,Alabama,74.4,2.8
221,Jun-18,Alabama,79.3,0.7
222,Jul-18,Alabama,80.7,0
223,Aug-18,Alabama,79.5,-0.5
224,Sep-18,Alabama,79.4,3.5
225,Oct-18,Alabama,67.4,2.2
226,Nov-18,Alabama,50.4,-3.1
227,Dec-18,Alabama,49,-0.3
228,Jan-19,Alabama,46.5,1.6
229,Feb-19,Alabama,56.1,6.3
230,Mar-19,Alabama,55,-1.2
231,Apr-19,Alabama,63.5,-0.4
232,May-19,Alabama,74.2,2.6
233,Jun-19,Alabama,78.1,-0.5
234,Jul-19,Alabama,80.6,-0.1
235,Aug-19,Alabama,80.6,0.6
236,Sep-19,Alabama,80.2,4.3
237,Oct-19,Alabama,67.8,2.6
238,Nov-19,Alabama,50.6,-2.9
239,Dec-19,Alabama,51.3,2
240,Jan-20,Alabama,49.8,4.9
241,Jan-00,Alaska,0.7,-4.8
242,Feb-00,Alaska,16.2,5.5
243,Mar-00,Alaska,17.2,3.7
244,Apr-00,Alaska,24.5,-2.3
245,May-00,Alaska,35.4,-5.4
246,Jun-00,Alaska,51.2,0.1
247,Jul-00,Alaska,51.8,-2.6
248,Aug-00,Alaska,47.4,-3.4
249,Sep-00,Alaska,38.6,-3.4
250,Oct-00,Alaska,24.8,-5
251,Nov-00,Alaska,18.2,3.6
252,Dec-00,Alaska,14.5,6.7
253,Jan-01,Alaska,15.7,10.2
254,Feb-01,Alaska,14.7,4
255,Mar-01,Alaska,12,-1.5
256,Apr-01,Alaska,25.1,-1.7
257,May-01,Alaska,32.7,-8.1
258,Jun-01,Alaska,50.8,-0.3
259,Jul-01,Alaska,52.1,-2.3
260,Aug-01,Alaska,50.4,-0.4
261,Sep-01,Alaska,42.4,0.4
262,Oct-01,Alaska,21.8,-8
263,Nov-01,Alaska,9.7,-4.9
264,Dec-01,Alaska,0.6,-7.2
265,Jan-02,Alaska,9.5,4
266,Feb-02,Alaska,8.7,-2
267,Mar-02,Alaska,15.4,1.9
268,Apr-02,Alaska,21.5,-5.3
269,May-02,Alaska,41.1,0.3
270,Jun-02,Alaska,50,-1.1
271,Jul-02,Alaska,53.4,-1
272,Aug-02,Alaska,49.2,-1.6
273,Sep-02,Alaska,42.7,0.7
274,Oct-02,Alaska,31.8,2
275,Nov-02,Alaska,24.1,9.5
276,Dec-02,Alaska,13.6,5.8
277,Jan-03,Alaska,10.2,4.7
278,Feb-03,Alaska,16.5,5.8
279,Mar-03,Alaska,11,-2.5
280,Apr-03,Alaska,27.8,1
281,May-03,Alaska,38.4,-2.4
282,Jun-03,Alaska,51.2,0.1
283,Jul-03,Alaska,53.5,-0.9
284,Aug-03,Alaska,50.6,-0.2
285,Sep-03,Alaska,39,-3
286,Oct-03,Alaska,31.7,1.9
287,Nov-03,Alaska,14.8,0.2
288,Dec-03,Alaska,4.6,-3.2
289,Jan-04,Alaska,-0.4,-5.9
290,Feb-04,Alaska,10.1,-0.6
291,Mar-04,Alaska,10,-3.5
292,Apr-04,Alaska,28.7,1.9
293,May-04,Alaska,43.2,2.4
294,Jun-04,Alaska,55.1,4
295,Jul-04,Alaska,57.3,2.9
296,Aug-04,Alaska,55.3,4.5
297,Sep-04,Alaska,37.4,-4.6
298,Oct-04,Alaska,29.5,-0.3
299,Nov-04,Alaska,16.9,2.3
300,Dec-04,Alaska,8.8,1
301,Jan-05,Alaska,6.7,1.2
302,Feb-05,Alaska,8,-2.7
303,Mar-05,Alaska,18.5,5
304,Apr-05,Alaska,24.5,-2.3
305,May-05,Alaska,43.7,2.9
306,Jun-05,Alaska,52.5,1.4
307,Jul-05,Alaska,54.4,0
308,Aug-05,Alaska,52.6,1.8
309,Sep-05,Alaska,42.9,0.9
310,Oct-05,Alaska,27.4,-2.4
311,Nov-05,Alaska,5.1,-9.5
312,Dec-05,Alaska,13.9,6.1
313,Jan-06,Alaska,-4.7,-10.2
314,Feb-06,Alaska,12.4,1.7
315,Mar-06,Alaska,7.7,-5.8
316,Apr-06,Alaska,20.8,-6
317,May-06,Alaska,40,-0.8
318,Jun-06,Alaska,49.1,-2
319,Jul-06,Alaska,53,-1.4
320,Aug-06,Alaska,48.3,-2.5
321,Sep-06,Alaska,44.3,2.3
322,Oct-06,Alaska,31.6,1.8
323,Nov-06,Alaska,6.2,-8.4
324,Dec-06,Alaska,8.1,0.3
325,Jan-07,Alaska,5.5,0
326,Feb-07,Alaska,6.1,-4.6
327,Mar-07,Alaska,-0.2,-13.7
328,Apr-07,Alaska,29.9,3.1
329,May-07,Alaska,39.4,-1.4
330,Jun-07,Alaska,51,-0.1
331,Jul-07,Alaska,55.5,1.1
332,Aug-07,Alaska,53.2,2.4
333,Sep-07,Alaska,43.5,1.5
334,Oct-07,Alaska,25.3,-4.5
335,Nov-07,Alaska,19.8,5.2
336,Dec-07,Alaska,8,0.2
337,Jan-08,Alaska,0.4,-5.1
338,Feb-08,Alaska,1.7,-9
339,Mar-08,Alaska,12.6,-0.9
340,Apr-08,Alaska,23,-3.8
341,May-08,Alaska,39.1,-1.7
342,Jun-08,Alaska,48.8,-2.3
343,Jul-08,Alaska,51.2,-3.2
344,Aug-08,Alaska,48.4,-2.4
345,Sep-08,Alaska,41.2,-0.8
346,Oct-08,Alaska,18.9,-10.9
347,Nov-08,Alaska,9.6,-5
348,Dec-08,Alaska,6,-1.8
349,Jan-09,Alaska,-0.2,-5.7
350,Feb-09,Alaska,5.1,-5.6
351,Mar-09,Alaska,7.1,-6.4
352,Apr-09,Alaska,24.1,-2.7
353,May-09,Alaska,40.4,-0.4
354,Jun-09,Alaska,49.8,-1.3
355,Jul-09,Alaska,56.1,1.7
356,Aug-09,Alaska,49,-1.8
357,Sep-09,Alaska,41.6,-0.4
358,Oct-09,Alaska,30.5,0.7
359,Nov-09,Alaska,7.4,-7.2
360,Dec-09,Alaska,10.2,2.4
361,Jan-10,Alaska,1.5,-4
362,Feb-10,Alaska,10.8,0.1
363,Mar-10,Alaska,9.8,-3.7
364,Apr-10,Alaska,26.9,0.1
365,May-10,Alaska,41.3,0.5
366,Jun-10,Alaska,49.5,-1.6
367,Jul-10,Alaska,52.1,-2.3
368,Aug-10,Alaska,51.5,0.7
369,Sep-10,Alaska,42.8,0.8
370,Oct-10,Alaska,27.6,-2.2
371,Nov-10,Alaska,17.7,3.1
372,Dec-10,Alaska,-2.4,-10.2
373,Jan-11,Alaska,7,1.5
374,Feb-11,Alaska,6,-4.7
375,Mar-11,Alaska,11.9,-1.6
376,Apr-11,Alaska,23.2,-3.6
377,May-11,Alaska,40.5,-0.3
378,Jun-11,Alaska,49.8,-1.3
379,Jul-11,Alaska,52.1,-2.3
380,Aug-11,Alaska,49,-1.8
381,Sep-11,Alaska,42.4,0.4
382,Oct-11,Alaska,28.5,-1.3
383,Nov-11,Alaska,3.6,-11
384,Dec-11,Alaska,9.4,1.6
385,Jan-12,Alaska,-12.8,-18.3
386,Feb-12,Alaska,12.1,1.4
387,Mar-12,Alaska,4.3,-9.2
388,Apr-12,Alaska,27.3,0.5
389,May-12,Alaska,37.2,-3.6
390,Jun-12,Alaska,50.4,-0.7
391,Jul-12,Alaska,52,-2.4
392,Aug-12,Alaska,49.9,-0.9
393,Sep-12,Alaska,40.6,-1.4
394,Oct-12,Alaska,25.5,-4.3
395,Nov-12,Alaska,6,-8.6
396,Dec-12,Alaska,-0.8,-8.6
397,Jan-13,Alaska,9.8,4.3
398,Feb-13,Alaska,6.3,-4.4
399,Mar-13,Alaska,11,-2.5
400,Apr-13,Alaska,16.7,-10.1
401,May-13,Alaska,35.2,-5.6
402,Jun-13,Alaska,53.9,2.8
403,Jul-13,Alaska,55,0.6
404,Aug-13,Alaska,51.4,0.6
405,Sep-13,Alaska,39.6,-2.4
406,Oct-13,Alaska,34,4.2
407,Nov-13,Alaska,13.7,-0.9
408,Dec-13,Alaska,7,-0.8
409,Jan-14,Alaska,18.4,12.9
410,Feb-14,Alaska,6.7,-4
411,Mar-14,Alaska,14.1,0.6
412,Apr-14,Alaska,27.4,0.6
413,May-14,Alaska,41.9,1.1
414,Jun-14,Alaska,48.1,-3
415,Jul-14,Alaska,52.7,-1.7
416,Aug-14,Alaska,52,1.2
417,Sep-14,Alaska,42.3,0.3
418,Oct-14,Alaska,25.8,-4
419,Nov-14,Alaska,19.6,5
420,Dec-14,Alaska,15,7.2
421,Jan-15,Alaska,7.1,1.6
422,Feb-15,Alaska,12.6,1.9
423,Mar-15,Alaska,15.9,2.4
424,Apr-15,Alaska,28.2,1.4
425,May-15,Alaska,44.8,4
426,Jun-15,Alaska,52.3,1.2
427,Jul-15,Alaska,54.2,-0.2
428,Aug-15,Alaska,49.3,-1.5
429,Sep-15,Alaska,38.9,-3.1
430,Oct-15,Alaska,31.6,1.8
431,Nov-15,Alaska,17.2,2.6
432,Dec-15,Alaska,8.3,0.5
433,Jan-16,Alaska,17.2,11.7
434,Feb-16,Alaska,17.3,6.6
435,Mar-16,Alaska,18.7,5.2
436,Apr-16,Alaska,33.3,6.5
437,May-16,Alaska,44,3.2
438,Jun-16,Alaska,51.8,0.7
439,Jul-16,Alaska,55.6,1.2
440,Aug-16,Alaska,53.2,2.4
441,Sep-16,Alaska,42.3,0.3
442,Oct-16,Alaska,29.7,-0.1
443,Nov-16,Alaska,13.3,-1.3
444,Dec-16,Alaska,6.2,-1.6
445,Jan-17,Alaska,4.5,-1
446,Feb-17,Alaska,6.6,-4.1
447,Mar-17,Alaska,4.9,-8.6
448,Apr-17,Alaska,29.6,2.8
449,May-17,Alaska,40.8,0
450,Jun-17,Alaska,51.4,0.3
451,Jul-17,Alaska,56.2,1.8
452,Aug-17,Alaska,50.2,-0.6
453,Sep-17,Alaska,42.6,0.6
454,Oct-17,Alaska,30.2,0.4
455,Nov-17,Alaska,15.8,1.2
456,Dec-17,Alaska,19.1,11.3
457,Jan-18,Alaska,6.7,1.2
458,Feb-18,Alaska,12.6,1.9
459,Mar-18,Alaska,18,4.5
460,Apr-18,Alaska,26.8,0
461,May-18,Alaska,39.4,-1.4
462,Jun-18,Alaska,50,-1.1
463,Jul-18,Alaska,55.6,1.2
464,Aug-18,Alaska,49.6,-1.2
465,Sep-18,Alaska,44.3,2.3
466,Oct-18,Alaska,33.8,4
467,Nov-18,Alaska,19.1,4.5
468,Dec-18,Alaska,9.1,1.3
469,Jan-19,Alaska,7.5,2
470,Feb-19,Alaska,15.5,4.8
471,Mar-19,Alaska,26.5,13
472,Apr-19,Alaska,28.5,1.7
473,May-19,Alaska,43,2.2
474,Jun-19,Alaska,54,2.9
475,Jul-19,Alaska,58.1,3.7
476,Aug-19,Alaska,51.5,0.7
477,Sep-19,Alaska,44.4,2.4
478,Oct-19,Alaska,30.8,1
479,Nov-19,Alaska,19.8,5.2
480,Dec-19,Alaska,6.7,-1.1
481,Jan-20,Alaska,-6.3,-11.8
482,Jan-00,Arizona,45.8,2.4
483,Feb-00,Arizona,48.4,2.1
484,Mar-00,Arizona,50.5,-3
485,Apr-00,Arizona,61.9,2.5
486,May-00,Arizona,71.2,5.9
487,Jun-00,Arizona,77.8,-0.2
488,Jul-00,Arizona,81.5,0.3
489,Aug-00,Arizona,79.4,-0.2
490,Sep-00,Arizona,74.9,1
491,Oct-00,Arizona,60.2,-2.7
492,Nov-00,Arizona,43.8,-7.7
493,Dec-00,Arizona,44.7,1.5
494,Jan-01,Arizona,40.3,-3.1
495,Feb-01,Arizona,44.2,-2.1
496,Mar-01,Arizona,51.8,-1.7
497,Apr-01,Arizona,57.5,-1.9
498,May-01,Arizona,70.8,5.5
499,Jun-01,Arizona,77.5,-0.5
500,Jul-01,Arizona,79.8,-1.4
501,Aug-01,Arizona,79.1,-0.5
502,Sep-01,Arizona,75.6,1.7
503,Oct-01,Arizona,64.7,1.8
504,Nov-01,Arizona,52.9,1.4
505,Dec-01,Arizona,40.2,-3
506,Jan-02,Arizona,42.3,-1.1
507,Feb-02,Arizona,46.2,-0.1
508,Mar-02,Arizona,49.8,-3.7
509,Apr-02,Arizona,62,2.6
510,May-02,Arizona,67,1.7
511,Jun-02,Arizona,78.8,0.8
512,Jul-02,Arizona,82.3,1.1
513,Aug-02,Arizona,79.8,0.2
514,Sep-02,Arizona,73.6,-0.3
515,Oct-02,Arizona,60,-2.9
516,Nov-02,Arizona,51.3,-0.2
517,Dec-02,Arizona,41,-2.2
518,Jan-03,Arizona,48.8,5.4
519,Feb-03,Arizona,45.5,-0.8
520,Mar-03,Arizona,50.6,-2.9
521,Apr-03,Arizona,55.6,-3.8
522,May-03,Arizona,68.3,3
523,Jun-03,Arizona,76.3,-1.7
524,Jul-03,Arizona,83.8,2.6
525,Aug-03,Arizona,80,0.4
526,Sep-03,Arizona,74.8,0.9
527,Oct-03,Arizona,67.3,4.4
528,Nov-03,Arizona,48.8,-2.7
529,Dec-03,Arizona,43,-0.2
530,Jan-04,Arizona,42.8,-0.6
531,Feb-04,Arizona,42.1,-4.2
532,Mar-04,Arizona,58.1,4.6
533,Apr-04,Arizona,57.9,-1.5
534,May-04,Arizona,68.4,3.1
535,Jun-04,Arizona,75.9,-2.1
536,Jul-04,Arizona,80.1,-1.1
537,Aug-04,Arizona,77.7,-1.9
538,Sep-04,Arizona,71.8,-2.1
539,Oct-04,Arizona,60,-2.9
540,Nov-04,Arizona,47.3,-4.2
541,Dec-04,Arizona,42.8,-0.4
542,Jan-05,Arizona,45.1,1.7
543,Feb-05,Arizona,46.2,-0.1
544,Mar-05,Arizona,49.9,-3.6
545,Apr-05,Arizona,57.2,-2.2
546,May-05,Arizona,67.9,2.6
547,Jun-05,Arizona,74.4,-3.6
548,Jul-05,Arizona,82.7,1.5
549,Aug-05,Arizona,77.5,-2.1
550,Sep-05,Arizona,73.4,-0.5
551,Oct-05,Arizona,62.8,-0.1
552,Nov-05,Arizona,52.6,1.1
553,Dec-05,Arizona,43.9,0.7
554,Jan-06,Arizona,44.1,0.7
555,Feb-06,Arizona,47.8,1.5
556,Mar-06,Arizona,48.3,-5.2
557,Apr-06,Arizona,59,-0.4
558,May-06,Arizona,70,4.7
559,Jun-06,Arizona,79.5,1.5
560,Jul-06,Arizona,82.3,1.1
561,Aug-06,Arizona,77.9,-1.7
562,Sep-06,Arizona,69.8,-4.1
563,Oct-06,Arizona,60.2,-2.7
564,Nov-06,Arizona,52.8,1.3
565,Dec-06,Arizona,41.8,-1.4
566,Jan-07,Arizona,39,-4.4
567,Feb-07,Arizona,46.7,0.4
568,Mar-07,Arizona,54.5,1
569,Apr-07,Arizona,59.3,-0.1
570,May-07,Arizona,68.4,3.1
571,Jun-07,Arizona,77.3,-0.7
572,Jul-07,Arizona,82,0.8
573,Aug-07,Arizona,80.5,0.9
574,Sep-07,Arizona,73.8,-0.1
575,Oct-07,Arizona,62.4,-0.5
576,Nov-07,Arizona,55.3,3.8
577,Dec-07,Arizona,39.9,-3.3
578,Jan-08,Arizona,39.8,-3.6
579,Feb-08,Arizona,45,-1.3
580,Mar-08,Arizona,51.8,-1.7
581,Apr-08,Arizona,58,-1.4
582,May-08,Arizona,63.6,-1.7
583,Jun-08,Arizona,77.3,-0.7
584,Jul-08,Arizona,80.4,-0.8
585,Aug-08,Arizona,79.3,-0.3
586,Sep-08,Arizona,73.6,-0.3
587,Oct-08,Arizona,62.9,0
588,Nov-08,Arizona,53.3,1.8
589,Dec-08,Arizona,42.4,-0.8
590,Jan-09,Arizona,45.2,1.8
591,Feb-09,Arizona,46.6,0.3
592,Mar-09,Arizona,52.5,-1
593,Apr-09,Arizona,57,-2.4
594,May-09,Arizona,70.8,5.5
595,Jun-09,Arizona,73,-5
596,Jul-09,Arizona,82.8,1.6
597,Aug-09,Arizona,79.7,0.1
598,Sep-09,Arizona,74.1,0.2
599,Oct-09,Arizona,59.4,-3.5
600,Nov-09,Arizona,52.9,1.4
601,Dec-09,Arizona,39,-4.2
602,Jan-10,Arizona,42.2,-1.2
603,Feb-10,Arizona,44.3,-2
604,Mar-10,Arizona,49.2,-4.3
605,Apr-10,Arizona,56.1,-3.3
606,May-10,Arizona,63.1,-2.2
607,Jun-10,Arizona,75.9,-2.1
608,Jul-10,Arizona,81.8,0.6
609,Aug-10,Arizona,79,-0.6
610,Sep-10,Arizona,75.4,1.5
611,Oct-10,Arizona,62.7,-0.2
612,Nov-10,Arizona,48.3,-3.2
613,Dec-10,Arizona,46.7,3.5
614,Jan-11,Arizona,41.5,-1.9
615,Feb-11,Arizona,41.7,-4.6
616,Mar-11,Arizona,53.3,-0.2
617,Apr-11,Arizona,58.9,-0.5
618,May-11,Arizona,63.2,-2.1
619,Jun-11,Arizona,75.7,-2.3
620,Jul-11,Arizona,80.8,-0.4
621,Aug-11,Arizona,82.2,2.6
622,Sep-11,Arizona,74.6,0.7
623,Oct-11,Arizona,62.8,-0.1
624,Nov-11,Arizona,49.4,-2.1
625,Dec-11,Arizona,39.9,-3.3
626,Jan-12,Arizona,45.3,1.9
627,Feb-12,Arizona,45.6,-0.7
628,Mar-12,Arizona,51.6,-1.9
629,Apr-12,Arizona,60.6,1.2
630,May-12,Arizona,69.3,4
631,Jun-12,Arizona,78.7,0.7
632,Jul-12,Arizona,80,-1.2
633,Aug-12,Arizona,80.5,0.9
634,Sep-12,Arizona,73.7,-0.2
635,Oct-12,Arizona,63.8,0.9
636,Nov-12,Arizona,53.8,2.3
637,Dec-12,Arizona,42.4,-0.8
638,Jan-13,Arizona,38.6,-4.8
639,Feb-13,Arizona,42.2,-4.1
640,Mar-13,Arizona,54.8,1.3
641,Apr-13,Arizona,59.4,0
642,May-13,Arizona,67.4,2.1
643,Jun-13,Arizona,79.5,1.5
644,Jul-13,Arizona,81,-0.2
645,Aug-13,Arizona,78.5,-1.1
646,Sep-13,Arizona,72.4,-1.5
647,Oct-13,Arizona,58.8,-4.1
648,Nov-13,Arizona,51.3,-0.2
649,Dec-13,Arizona,41.5,-1.7
650,Jan-14,Arizona,46.5,3.1
651,Feb-14,Arizona,50,3.7
652,Mar-14,Arizona,53.9,0.4
653,Apr-14,Arizona,59.1,-0.3
654,May-14,Arizona,66.8,1.5
655,Jun-14,Arizona,77.7,-0.3
656,Jul-14,Arizona,81.4,0.2
657,Aug-14,Arizona,76.5,-3.1
658,Sep-14,Arizona,74.2,0.3
659,Oct-14,Arizona,64.9,2
660,Nov-14,Arizona,51.7,0.2
661,Dec-14,Arizona,44.3,1.1
662,Jan-15,Arizona,45.1,1.7
663,Feb-15,Arizona,52,5.7
664,Mar-15,Arizona,56.3,2.8
665,Apr-15,Arizona,58.4,-1
666,May-15,Arizona,62.9,-2.4
